hours,day,hour_of_day,city,pressure,air_temp,ground_temp,velocity_x,velocity_y,windspeed,damage
164,7,19,Bayes Bay,0.912,-0.0005,-0.0005,-0.0543,0.0676,0.0867,1.4147
164,7,19,Offshore B,0.9248,-0.0005,-0.0014,-0.0223,0.01,0.0253,1.1066
164,7,19,ReLU Ridge,0.904,-0.0,-0.0004,-0.0271,-0.1082,0.1118,1.5657
164,7,19,GANopolis,0.9394,0.0019,0.0026,-0.1242,0.0182,0.1255,1.6523
164,7,19,Sparseville,0.9227,0.0038,0.0033,-0.0926,0.0469,0.1042,1.5169
164,7,19,Tensorburg,0.9203,-0.0065,-0.0078,-0.0669,-0.0708,0.0986,1.4842
165,7,20,Sparseville,0.9211,0.0018,0.0013,-0.1092,0.0154,0.1108,1.5577
165,7,20,Bayes Bay,0.9099,-0.0,-0.0003,-0.0612,0.056,0.0831,1.3945
165,7,20,GANopolis,0.9285,0.0018,0.0026,-0.1192,0.0134,0.12,1.6159
165,7,20,Tensorburg,0.9232,-0.0033,-0.0043,-0.0449,-0.097,0.107,1.5346
165,7,20,Offshore B,0.9272,-0.0021,-0.003,-0.0226,-0.0163,0.0288,1.1221
165,7,20,Offshore A,0.9214,-0.0017,-0.0023,-0.1452,0.0183,0.1464,1.7962
165,7,20,Gradient Grove,0.9393,-0.0005,0.0005,-0.1064,-0.0166,0.1077,1.5384
165,7,20,ReLU Ridge,0.9086,0.001,0.0004,-0.0672,-0.1338,0.1501,1.8244
166,7,21,Tensorburg,0.907,0.0001,-0.0006,-0.0509,-0.0999,0.1125,1.5702
166,7,21,ReLU Ridge,0.9081,0.0009,0.0004,-0.1209,-0.1277,0.1767,2.0279
166,7,21,Gradient Grove,0.9267,-0.0002,0.0005,-0.1021,-0.0137,0.103,1.5102
166,7,21,Offshore A,0.9089,0.0003,0.0,-0.1527,0.0253,0.1548,1.8575
166,7,21,Bayes Bay,0.9042,-0.0037,-0.0041,-0.0613,0.0419,0.0742,1.3458
166,7,21,Sparseville,0.9126,-0.0022,-0.0021,-0.1052,-0.0129,0.1062,1.5296
166,7,21,Offshore B,0.9211,-0.0048,-0.0055,-0.0251,-0.0405,0.0477,1.2103
166,7,21,GANopolis,0.9184,-0.0,0.0006,-0.1091,0.0014,0.1091,1.5477
167,7,22,Gradient Grove,0.8902,-0.0,0.0002,-0.0971,-0.0047,0.0973,1.4759
167,7,22,Offshore A,0.8975,0.001,0.001,-0.1378,0.0135,0.1386,1.7415
167,7,22,Offshore B,0.9149,-0.0046,-0.0049,-0.0555,-0.0325,0.0666,1.3053
167,7,22,Sparseville,0.8996,-0.002,-0.0019,-0.088,-0.0208,0.0905,1.4364
167,7,22,ReLU Ridge,0.9037,0.0004,0.0002,-0.1389,-0.0652,0.1546,1.8583
167,7,22,GANopolis,0.8894,0.0002,0.0004,-0.0982,-0.0049,0.0983,1.482
167,7,22,Tensorburg,0.9067,0.0023,0.002,-0.0481,0.0354,0.0782,1.3749
167,7,22,Bayes Bay,0.9075,-0.0058,-0.0061,-0.0729,0.0348,0.0817,1.3866
168,7,23,Offshore A,0.8989,0.0017,0.0017,-0.0958,0.0034,0.0958,1.4702
168,7,23,GANopolis,0.9099,0.0022,0.0022,-0.0891,0.0071,0.0897,1.4317
168,7,23,Sparseville,0.9133,-0.0029,-0.0029,-0.1069,0.0083,0.1077,1.5414
168,7,23,Offshore B,0.9066,-0.003,-0.0029,-0.077,0.0126,0.079,1.3718
168,7,23,Tensorburg,0.943,0.0002,0.0003,-0.0838,0.1541,0.1761,2.0274
168,7,23,Bayes Bay,0.9476,-0.0042,-0.004,-0.1104,-0.0169,0.1127,1.5713
168,7,23,Gradient Grove,0.8901,-0.0001,-0.0002,-0.1046,-0.0015,0.1046,1.5194
168,7,23,ReLU Ridge,0.9209,-0.0006,-0.0005,-0.0993,-0.0029,0.1002,1.4966
169,8,0,ReLU Ridge,0.9571,-0.0036,-0.0033,-0.0549,0.029,0.0624,1.2838
169,8,0,Tensorburg,0.969,-0.0032,-0.0027,-0.1237,0.1039,0.1624,1.9182
169,8,0,Offshore B,0.9665,-0.0023,-0.0019,-0.0843,0.0441,0.0952,1.4633
169,8,0,Gradient Grove,0.9492,-0.0009,-0.0012,-0.1168,-0.0107,0.1173,1.5996
169,8,0,Bayes Bay,0.976,-0.0028,-0.0021,-0.1158,-0.0515,0.1267,1.6606
169,8,0,Sparseville,0.9543,-0.0027,-0.0028,-0.149,0.0442,0.1554,1.863
169,8,0,GANopolis,0.9487,0.0041,0.0038,-0.0604,0.0339,0.0702,1.3241
169,8,0,Offshore A,0.9503,0.003,0.0029,-0.0597,0.0063,0.0601,1.2719
170,8,1,Sparseville,0.9893,0.0004,0.0005,-0.1384,0.0547,0.1489,1.8143
170,8,1,Tensorburg,0.9942,-0.0065,-0.0057,-0.1141,0.0659,0.1318,1.6945
170,8,1,ReLU Ridge,0.995,-0.0054,-0.0052,-0.0715,0.0355,0.0799,1.3767
170,8,1,Offshore B,1.0123,-0.0038,-0.0031,-0.0811,0.0433,0.092,1.4447
170,8,1,GANopolis,0.9876,0.0033,0.0028,-0.0575,0.0426,0.0716,1.3317
170,8,1,Bayes Bay,0.9998,-0.0049,-0.0039,-0.0938,-0.0517,0.1071,1.535
170,8,1,Gradient Grove,0.9919,-0.0015,-0.0018,-0.149,-0.0281,0.1517,1.8361
170,8,1,Offshore A,0.9977,0.0042,0.0039,-0.0711,0.011,0.0719,1.3335
171,8,2,Gradient Grove,1.0066,0.0002,0.0002,-0.1561,-0.0427,0.1619,1.9107
171,8,2,Bayes Bay,1.041,-0.007,-0.0059,-0.0819,-0.0528,0.0975,1.4773
171,8,2,ReLU Ridge,1.0163,-0.0056,-0.0054,-0.0723,0.0291,0.078,1.366
171,8,2,GANopolis,1.023,0.0023,0.0015,-0.0501,0.0317,0.0593,1.268
171,8,2,Sparseville,1.0267,0.002,0.0024,-0.1299,0.0466,0.138,1.7373
171,8,2,Offshore B,1.0209,-0.0052,-0.0043,-0.0828,0.0413,0.0925,1.4479
171,8,2,Tensorburg,1.039,-0.0062,-0.0051,-0.1094,0.0539,0.122,1.6289
171,8,2,Offshore A,1.0128,0.0051,0.0044,-0.0759,0.0058,0.0761,1.3561
172,8,3,ReLU Ridge,1.0411,-0.0063,-0.0061,-0.0853,0.0119,0.0863,1.4124
172,8,3,Tensorburg,1.0439,-0.0027,-0.0013,-0.111,0.0405,0.1182,1.6048
172,8,3,Offshore A,1.046,0.0044,0.0031,-0.0985,0.0017,0.0985,1.4842
172,8,3,Gradient Grove,1.041,0.0025,0.003,-0.1544,-0.0358,0.1586,1.8856
172,8,3,Bayes Bay,1.0392,-0.0054,-0.0045,-0.0715,-0.0583,0.0923,1.4466
172,8,3,GANopolis,1.038,0.0024,0.0013,-0.0467,0.03,0.0555,1.2487
172,8,3,Sparseville,1.0349,-0.0001,0.0005,-0.0977,0.0456,0.108,1.5416
172,8,3,Offshore B,1.0489,-0.0039,-0.0031,-0.076,0.0351,0.0837,1.3982
173,8,4,Offshore B,1.0517,-0.0009,-0.0003,-0.0668,0.0258,0.0717,1.3322
173,8,4,Sparseville,1.0547,-0.0011,-0.0007,-0.0645,0.0512,0.0827,1.3924
173,8,4,Tensorburg,1.0715,0.0,0.0016,-0.1061,0.0239,0.1088,1.5458
173,8,4,GANopolis,1.0535,0.0025,0.0011,-0.0484,0.0479,0.0685,1.3156
173,8,4,ReLU Ridge,1.0468,-0.0062,-0.006,-0.0898,-0.0012,0.0899,1.4326
173,8,4,Gradient Grove,1.0506,0.0035,0.0047,-0.1432,-0.0212,0.1448,1.7851
173,8,4,Offshore A,1.046,0.0018,0.0001,-0.1369,-0.0033,0.137,1.7314
173,8,4,Bayes Bay,1.063,-0.0003,0.0005,-0.0653,-0.0597,0.0884,1.4245
174,8,5,Gradient Grove,1.0754,0.0003,0.002,-0.1282,-0.0087,0.1285,1.6722
174,8,5,Bayes Bay,1.0638,0.0018,0.0025,-0.056,-0.0602,0.0823,1.3897
174,8,5,Offshore A,1.0649,-0.0007,-0.0026,-0.1595,-0.024,0.1613,1.9069
174,8,5,Offshore B,1.066,0.0007,-0.0004,-0.0753,0.0118,0.0765,1.3585
174,8,5,GANopolis,1.0598,0.0024,0.001,-0.0544,0.0771,0.0944,1.4603
174,8,5,ReLU Ridge,1.0624,-0.0049,-0.0047,-0.0935,-0.0076,0.0939,1.4558
174,8,5,Tensorburg,1.0783,-0.0001,0.0016,-0.0956,0.0108,0.0963,1.47
174,8,5,Sparseville,1.0518,-0.0002,-0.0002,-0.0464,0.0717,0.0857,1.4094
175,8,6,Bayes Bay,1.074,0.0009,0.0015,-0.0458,-0.0583,0.0742,1.3458
175,8,6,Offshore B,1.0753,-0.0018,-0.0038,-0.1044,-0.0204,0.1069,1.5348
175,8,6,GANopolis,1.0627,0.0016,0.0003,-0.1085,0.0585,0.1269,1.662
175,8,6,Tensorburg,1.09,-0.0017,-0.0,-0.0896,0.0006,0.0897,1.4315
175,8,6,Offshore A,1.0693,-0.0022,-0.0041,-0.154,-0.0042,0.1548,1.8581
175,8,6,Gradient Grove,1.0831,-0.003,-0.0012,-0.118,0.0014,0.1181,1.6037
175,8,6,Sparseville,1.066,-0.0007,-0.0012,-0.0543,0.0998,0.1136,1.5769
175,8,6,ReLU Ridge,1.066,-0.0034,-0.0033,-0.1006,-0.0155,0.1018,1.5027
176,8,7,Offshore B,1.0806,-0.0039,-0.0056,-0.1295,-0.0498,0.1388,1.7427
176,8,7,Offshore A,1.0804,-0.0003,-0.0021,-0.1232,0.0542,0.1357,1.7212
176,8,7,Bayes Bay,1.0756,0.0008,0.0011,-0.03,-0.0594,0.0666,1.3055
176,8,7,GANopolis,1.0703,-0.0011,-0.0021,-0.1568,-0.015,0.1581,1.8832
176,8,7,Tensorburg,1.0963,-0.0017,-0.0003,-0.075,-0.0073,0.0754,1.352
176,8,7,Sparseville,1.0781,-0.0033,-0.0039,-0.0903,0.1131,0.1451,1.7877
176,8,7,Gradient Grove,1.0924,-0.0048,-0.003,-0.109,0.0092,0.1094,1.5491
176,8,7,ReLU Ridge,1.0728,-0.0009,-0.0009,-0.1031,-0.0318,0.108,1.5406
177,8,8,Offshore A,1.088,0.0021,0.0007,-0.0948,0.0526,0.1095,1.5514
177,8,8,Gradient Grove,1.1038,-0.0043,-0.0029,-0.0997,0.0146,0.1007,1.4964
177,8,8,Offshore B,1.0866,-0.0031,-0.0042,-0.1449,-0.0438,0.1514,1.8327
177,8,8,ReLU Ridge,1.0811,0.0023,0.0022,-0.1122,-0.0503,0.123,1.636
177,8,8,Bayes Bay,1.0664,0.0008,0.0006,-0.0285,-0.0656,0.0715,1.3314
177,8,8,Sparseville,1.0821,-0.0045,-0.0049,-0.1295,0.0986,0.1631,1.9204
177,8,8,GANopolis,1.0825,-0.002,-0.0025,-0.1618,-0.0421,0.1673,1.9524
177,8,8,Tensorburg,1.09,-0.0011,-0.0001,-0.0663,-0.0062,0.0666,1.3052
178,8,9,Bayes Bay,1.0864,-0.0003,-0.0007,-0.0327,-0.0654,0.0734,1.3411
178,8,9,Offshore B,1.0925,-0.001,-0.0015,-0.1529,-0.029,0.1557,1.8641
178,8,9,Tensorburg,1.0968,-0.0004,0.0001,-0.0635,-0.0108,0.0644,1.294
178,8,9,GANopolis,1.0819,0.0001,0.0001,-0.162,-0.0378,0.1664,1.9454
178,8,9,Sparseville,1.0912,-0.0024,-0.0025,-0.1319,0.0757,0.1522,1.838
178,8,9,ReLU Ridge,1.0873,0.0036,0.0035,-0.1247,-0.0559,0.1367,1.7277
178,8,9,Offshore A,1.0883,0.004,0.003,-0.103,-0.0311,0.1094,1.5513
178,8,9,Gradient Grove,1.1069,-0.0036,-0.0025,-0.0944,0.0188,0.0963,1.4698
179,8,10,Bayes Bay,1.1102,-0.0008,-0.0011,-0.0603,-0.049,0.0785,1.3693
179,8,10,GANopolis,1.1005,0.0032,0.0034,-0.1454,-0.0261,0.1478,1.8071
179,8,10,Offshore B,1.1061,0.0011,0.001,-0.141,-0.0213,0.1426,1.7698
179,8,10,Sparseville,1.1068,0.0,0.0002,-0.1219,0.0516,0.1325,1.7001
179,8,10,ReLU Ridge,1.104,0.0005,0.0005,-0.1199,-0.0357,0.1253,1.6516
179,8,10,Gradient Grove,1.1076,-0.0044,-0.0038,-0.0872,0.0202,0.0895,1.4304
179,8,10,Offshore A,1.1011,0.0045,0.004,-0.1321,-0.0467,0.1405,1.7542
179,8,10,Tensorburg,1.1073,-0.0,0.0001,-0.0657,-0.0104,0.0666,1.3052
180,8,11,Gradient Grove,1.1145,-0.0053,-0.0052,-0.1076,0.0056,0.108,1.5414
180,8,11,ReLU Ridge,1.1284,-0.0008,-0.0008,-0.0984,0.0053,0.0991,1.4868
180,8,11,Sparseville,1.0971,0.0025,0.0026,-0.1067,0.0123,0.1084,1.5428
180,8,11,Offshore B,1.1096,0.0021,0.002,-0.1139,-0.0033,0.1142,1.5808
180,8,11,Bayes Bay,1.1169,0.0011,0.0011,-0.0825,-0.0199,0.0856,1.4083
180,8,11,GANopolis,1.1114,0.0028,0.0029,-0.1098,-0.0072,0.1102,1.5549
180,8,11,Tensorburg,1.1132,0.0003,0.0003,-0.0903,-0.0104,0.0909,1.4398
180,8,11,Offshore A,1.1231,0.0042,0.0041,-0.1125,-0.0138,0.1135,1.5779
181,8,12,Offshore A,1.0662,0.0032,0.0031,-0.0412,-0.0072,0.0425,1.1887
181,8,12,Sparseville,1.0603,0.002,0.0018,-0.13,-0.0317,0.1343,1.714
181,8,12,ReLU Ridge,1.0838,0.002,0.002,-0.0782,0.0401,0.0886,1.4255
181,8,12,Tensorburg,1.0904,0.0006,0.0007,-0.127,-0.0076,0.1273,1.6646
181,8,12,Offshore B,1.0575,0.0023,0.0023,-0.0916,0.0339,0.0983,1.4819
181,8,12,Bayes Bay,1.0902,0.003,0.0031,-0.0959,0.0048,0.0962,1.4695
181,8,12,Gradient Grove,1.0722,-0.0033,-0.0035,-0.1387,-0.016,0.1397,1.7499
181,8,12,GANopolis,1.0782,-0.0009,-0.0012,-0.0849,0.008,0.0854,1.4075
182,8,13,Sparseville,1.0208,0.0001,-0.0004,-0.1553,-0.0566,0.1653,1.9374
182,8,13,Offshore B,1.029,0.0016,0.0016,-0.1144,0.0591,0.1288,1.6754
182,8,13,GANopolis,1.0175,-0.0036,-0.0045,-0.0797,0.0124,0.0807,1.3808
182,8,13,Bayes Bay,1.0211,0.0019,0.002,-0.0718,0.0087,0.0723,1.3368
182,8,13,Gradient Grove,1.0168,0.0011,0.0016,-0.159,-0.0121,0.1596,1.8935
182,8,13,ReLU Ridge,1.0108,0.0055,0.0055,-0.0754,0.0547,0.0932,1.4521
182,8,13,Tensorburg,1.0192,0.0009,0.0013,-0.1319,-0.0006,0.132,1.6956
182,8,13,Offshore A,1.0125,0.0025,0.002,-0.0231,-0.0196,0.0303,1.1292
183,8,14,Bayes Bay,0.994,-0.0014,-0.0016,-0.0578,-0.0067,0.0585,1.2639
183,8,14,Offshore B,0.9778,0.0009,0.001,-0.1322,0.0737,0.1514,1.8322
183,8,14,Gradient Grove,0.9952,0.0012,0.0027,-0.1422,-0.001,0.1423,1.7682
183,8,14,GANopolis,1.006,-0.0033,-0.0047,-0.0886,0.0152,0.0899,1.4327
183,8,14,Tensorburg,1.0032,0.0022,0.003,-0.1205,0.011,0.1211,1.6233
183,8,14,Offshore A,0.9892,-0.0014,-0.0024,-0.0362,-0.0293,0.0466,1.2049
183,8,14,Sparseville,0.9843,-0.0023,-0.0029,-0.1514,-0.0741,0.1686,1.9627
183,8,14,ReLU Ridge,0.9921,0.0057,0.0053,-0.0866,0.0417,0.0964,1.4704
184,8,15,Sparseville,0.9599,-0.004,-0.0044,-0.1537,-0.069,0.1685,1.9619
184,8,15,Offshore A,0.9698,-0.0044,-0.006,-0.0423,-0.0289,0.0516,1.2293
184,8,15,Offshore B,0.9654,0.0007,0.0012,-0.1362,0.0687,0.1525,1.8408
184,8,15,Bayes Bay,0.9739,-0.0015,-0.0022,-0.0797,-0.0247,0.0836,1.3979
184,8,15,Tensorburg,0.979,0.0038,0.0051,-0.1184,0.0212,0.1203,1.618
184,8,15,Gradient Grove,0.9806,-0.0005,0.0013,-0.1116,0.0065,0.1118,1.5641
184,8,15,GANopolis,0.9767,-0.0014,-0.0033,-0.096,0.0122,0.0969,1.4737
184,8,15,ReLU Ridge,0.9696,0.0017,0.0011,-0.0991,0.0068,0.1001,1.4931
185,8,16,ReLU Ridge,0.9552,-0.0045,-0.0042,-0.1112,-0.0231,0.1137,1.5762
185,8,16,GANopolis,0.9634,-0.0017,-0.0038,-0.1179,-0.0122,0.1187,1.6086
185,8,16,Bayes Bay,0.9589,0.0001,-0.0008,-0.0975,-0.0453,0.1076,1.5386
185,8,16,Tensorburg,0.9658,0.0025,0.0041,-0.1137,0.0281,0.1171,1.5975
185,8,16,Offshore A,0.9597,-0.0063,-0.0082,-0.078,-0.0233,0.0815,1.3866
185,8,16,Offshore B,0.9553,-0.0009,-0.0,-0.1299,0.0599,0.1431,1.7724
185,8,16,Sparseville,0.9447,-0.0041,-0.0042,-0.1447,-0.0649,0.1586,1.886
185,8,16,Gradient Grove,0.9677,-0.0007,0.001,-0.0976,0.0126,0.0985,1.4831
186,8,17,Offshore A,0.9464,-0.0041,-0.0063,-0.0911,-0.069,0.1159,1.5918
186,8,17,Gradient Grove,0.9523,0.0016,0.0029,-0.0789,0.0197,0.0814,1.3851
186,8,17,Bayes Bay,0.9465,-0.0012,-0.002,-0.1209,-0.0587,0.1344,1.7125
186,8,17,ReLU Ridge,0.9423,-0.0042,-0.0036,-0.0948,-0.0394,0.1028,1.5088
186,8,17,Tensorburg,0.9587,-0.0005,0.0011,-0.1087,0.0328,0.1136,1.5752
186,8,17,Sparseville,0.9388,-0.0042,-0.0042,-0.1419,-0.0583,0.1534,1.847
186,8,17,GANopolis,0.9511,-0.0035,-0.0056,-0.1334,-0.0154,0.1343,1.7116
186,8,17,Offshore B,0.9476,-0.0021,-0.0011,-0.1277,0.051,0.1375,1.7334
187,8,18,ReLU Ridge,0.9331,-0.0043,-0.0037,-0.0829,-0.0446,0.0941,1.4575
187,8,18,Tensorburg,0.9464,-0.003,-0.0015,-0.1017,0.0365,0.1081,1.5408
187,8,18,Sparseville,0.9341,-0.0045,-0.0045,-0.1285,-0.0438,0.1358,1.7221
187,8,18,Offshore B,0.9494,-0.0014,-0.0004,-0.1243,0.0392,0.1304,1.6847
187,8,18,Offshore A,0.9148,-0.0009,-0.0032,-0.0979,-0.0961,0.1376,1.7347
187,8,18,Bayes Bay,0.928,-0.0018,-0.0023,-0.1389,-0.0681,0.1547,1.8569
187,8,18,Gradient Grove,0.9437,0.0041,0.0048,-0.0742,0.0287,0.0796,1.3749
187,8,18,GANopolis,0.936,-0.003,-0.0045,-0.1527,-0.0064,0.1528,1.8438
188,8,19,Bayes Bay,0.9238,0.0013,0.0014,-0.1438,-0.0708,0.1603,1.8989
188,8,19,Offshore B,0.945,-0.001,-0.0001,-0.1213,0.0276,0.1245,1.6452
188,8,19,Gradient Grove,0.9319,0.0027,0.0031,-0.0772,0.0414,0.0876,1.4201
188,8,19,ReLU Ridge,0.9212,-0.0027,-0.0024,-0.0648,-0.0484,0.081,1.3828
188,8,19,Tensorburg,0.9437,-0.0009,0.0006,-0.0927,0.0385,0.1004,1.4942
188,8,19,Offshore A,0.8605,0.0022,-0.0,-0.0427,0.0295,0.0869,1.4255
188,8,19,GANopolis,0.9247,0.0003,0.0001,-0.1739,-0.0038,0.174,2.0059
188,8,19,Sparseville,0.935,-0.0042,-0.0042,-0.1154,-0.0204,0.1173,1.5994
189,8,20,ReLU Ridge,0.9144,0.0017,0.0015,-0.0698,-0.0815,0.1075,1.5397
189,8,20,GANopolis,0.9266,0.0023,0.0039,-0.1569,-0.004,0.157,1.8749
189,8,20,Bayes Bay,0.921,0.0051,0.0055,-0.131,-0.0667,0.147,1.8008
189,8,20,Tensorburg,0.9343,0.0027,0.004,-0.0817,0.0393,0.0907,1.4372
189,8,20,Gradient Grove,0.9288,-0.0001,0.0001,-0.1009,0.051,0.1132,1.5733
189,8,20,Offshore A,0.8726,0.0017,-0.0002,0.0126,0.2344,0.2356,2.6043
189,8,20,Sparseville,0.9288,-0.0037,-0.0037,-0.1004,0.0089,0.1013,1.4996
189,8,20,Offshore B,0.9443,-0.0021,-0.0011,-0.1163,0.0201,0.1181,1.6036
190,8,21,ReLU Ridge,0.91,0.0025,0.0021,-0.0842,-0.1201,0.1467,1.799
190,8,21,Bayes Bay,0.9236,0.0043,0.0048,-0.1149,-0.0616,0.1303,1.6846
190,8,21,Tensorburg,0.9287,0.0048,0.0058,-0.0708,0.0388,0.0808,1.3815
190,8,21,GANopolis,0.9287,0.0034,0.0047,-0.1264,-0.0056,0.1266,1.6603
190,8,21,Gradient Grove,0.9156,-0.0014,-0.0011,-0.1226,0.0497,0.1323,1.6978
190,8,21,Offshore B,0.9385,-0.0027,-0.0017,-0.1125,0.015,0.1135,1.5749
190,8,21,Sparseville,0.9249,-0.0028,-0.0028,-0.0906,0.0383,0.0986,1.4837
190,8,21,Offshore A,0.7959,-0.0018,-0.0033,-0.1834,0.3613,0.411,5.4381
191,8,22,Gradient Grove,0.9088,-0.0006,-0.0003,-0.129,0.0428,0.136,1.7229
191,8,22,ReLU Ridge,0.9038,-0.0001,-0.0003,-0.1178,-0.1082,0.1608,1.9025
191,8,22,Bayes Bay,0.9158,0.0009,0.0012,-0.0996,-0.0561,0.1143,1.5799
191,8,22,Offshore A,0.5148,-0.0055,-0.0064,-0.5582,0.2292,0.6411,13.0889
191,8,22,Tensorburg,0.9153,0.0038,0.0044,-0.0588,0.0314,0.0667,1.3058
191,8,22,Offshore B,0.9268,-0.0027,-0.002,-0.1057,0.0105,0.1062,1.5296
191,8,22,Sparseville,0.9134,0.0001,0.0001,-0.0915,0.0574,0.108,1.5406
191,8,22,GANopolis,0.9214,0.0035,0.0043,-0.0965,-0.0062,0.0967,1.4731
192,8,23,Offshore A,0.6789,-0.0081,-0.0084,-0.4253,-0.2489,0.4976,7.6935
192,8,23,Tensorburg,0.8963,0.0022,0.0024,-0.0609,0.0087,0.0622,1.2831
192,8,23,GANopolis,0.8943,0.0037,0.0039,-0.0782,-0.0057,0.0785,1.3689
192,8,23,Offshore B,0.8897,-0.0025,-0.0022,-0.0979,0.0076,0.0982,1.4812
192,8,23,Sparseville,0.8995,0.0031,0.0031,-0.0999,0.045,0.1105,1.5557
192,8,23,Bayes Bay,0.8987,-0.0031,-0.003,-0.0891,-0.029,0.0947,1.4609
192,8,23,ReLU Ridge,0.8889,-0.0014,-0.0015,-0.1094,-0.0354,0.1182,1.6136
192,8,23,Gradient Grove,0.8896,-0.0002,-0.0,-0.1141,0.0229,0.1166,1.595
193,9,0,Offshore A,0.9077,-0.0065,-0.0064,-0.2085,-0.1253,0.2442,2.7315
193,9,0,Sparseville,0.8905,0.0024,0.0024,-0.1088,-0.0114,0.1108,1.5581
193,9,0,Tensorburg,0.9064,0.0025,0.0025,-0.1145,-0.0025,0.1146,1.5873
193,9,0,Offshore B,0.8911,-0.0013,-0.0013,-0.1033,-0.0035,0.1034,1.5124
193,9,0,Bayes Bay,0.8928,-0.0058,-0.0058,-0.1035,0.0111,0.1043,1.5196
193,9,0,GANopolis,0.9101,0.0036,0.0036,-0.1043,-0.0006,0.1043,1.5197
193,9,0,Gradient Grove,0.9148,-0.0012,-0.0013,-0.091,-0.0042,0.0913,1.4413
193,9,0,ReLU Ridge,0.9273,-0.0013,-0.0013,-0.0256,0.0832,0.0917,1.4483
194,9,1,Bayes Bay,0.9506,-0.0051,-0.0051,-0.1339,0.0235,0.1359,1.7226
194,9,1,GANopolis,0.9527,0.0011,0.001,-0.129,0.0019,0.129,1.6758
194,9,1,ReLU Ridge,0.9504,-0.002,-0.0022,-0.0567,0.1458,0.1592,1.8921
194,9,1,Sparseville,0.9494,-0.0015,-0.0015,-0.1184,-0.063,0.1342,1.7109
194,9,1,Gradient Grove,0.9522,-0.0006,-0.001,-0.0634,-0.0111,0.0644,1.2945
194,9,1,Offshore A,0.9774,-0.0042,-0.0036,-0.1157,-0.0206,0.1178,1.6045
194,9,1,Offshore B,0.9493,-0.0005,-0.0007,-0.115,-0.015,0.116,1.5908
194,9,1,Tensorburg,0.9526,0.003,0.0033,-0.1561,0.0165,0.1571,1.8753
195,9,2,Tensorburg,0.9971,-0.0006,0.0001,-0.1292,0.0375,0.1347,1.714
195,9,2,Bayes Bay,0.9959,-0.0001,-0.0004,-0.1217,-0.0037,0.1226,1.633
195,9,2,Offshore B,0.9918,-0.0018,-0.0019,-0.147,-0.0227,0.1488,1.8141
195,9,2,Offshore A,1.0048,-0.0028,-0.0017,-0.0979,-0.0068,0.0981,1.4807
195,9,2,GANopolis,0.9867,-0.0019,-0.002,-0.1037,0.0014,0.1037,1.515
195,9,2,Gradient Grove,0.9913,0.0017,0.0011,-0.0461,0.0014,0.0462,1.2034
195,9,2,ReLU Ridge,0.9754,-0.0031,-0.0034,-0.1343,0.1181,0.1796,2.0514
195,9,2,Sparseville,0.9951,-0.0015,-0.0015,-0.1084,-0.077,0.133,1.7022
196,9,3,Offshore A,1.0401,-0.0033,-0.0019,-0.0818,-0.0114,0.0826,1.3921
196,9,3,Offshore B,1.011,-0.0027,-0.0025,-0.1479,-0.0292,0.1508,1.8281
196,9,3,Bayes Bay,1.0109,-0.0007,-0.0011,-0.1348,-0.0504,0.1442,1.782
196,9,3,GANopolis,1.0279,-0.002,-0.0023,-0.0967,-0.0015,0.0967,1.4723
196,9,3,Sparseville,1.0054,0.0017,0.0018,-0.1179,-0.0741,0.1394,1.7466
196,9,3,ReLU Ridge,1.0199,-0.0022,-0.0025,-0.1476,0.0899,0.1729,1.9971
196,9,3,Tensorburg,1.027,-0.0043,-0.0032,-0.1354,0.0446,0.1426,1.7691
196,9,3,Gradient Grove,1.0228,0.0028,0.0019,-0.017,-0.0093,0.023,1.0968
197,9,4,GANopolis,1.0293,0.0008,0.0002,-0.1013,0.0067,0.1021,1.5045
197,9,4,Bayes Bay,1.0245,-0.0013,-0.0015,-0.1479,-0.0729,0.1649,1.9342
197,9,4,ReLU Ridge,1.0248,-0.0006,-0.0004,-0.1529,0.0682,0.1675,1.9545
197,9,4,Tensorburg,1.0435,-0.0068,-0.0055,-0.131,0.0419,0.1376,1.7341
197,9,4,Offshore B,1.0461,-0.0011,-0.0003,-0.1411,-0.02,0.1425,1.7686
197,9,4,Sparseville,1.04,0.004,0.0044,-0.1134,-0.0538,0.1256,1.654
197,9,4,Offshore A,1.0467,-0.0036,-0.0021,-0.077,-0.0199,0.0795,1.3746
197,9,4,Gradient Grove,1.0265,0.0007,-0.0004,-0.0193,-0.0526,0.0564,1.2553
198,9,5,Bayes Bay,1.0408,0.0003,0.0006,-0.156,-0.0731,0.1723,1.9924
198,9,5,Sparseville,1.0496,0.0033,0.0042,-0.0954,-0.0303,0.1002,1.4937
198,9,5,ReLU Ridge,1.0584,0.0007,0.0013,-0.1369,0.0473,0.1449,1.7864
198,9,5,GANopolis,1.0486,0.002,0.0009,-0.0751,0.0804,0.1138,1.5796
198,9,5,Offshore A,1.0606,-0.0025,-0.0013,-0.0723,-0.0271,0.0773,1.3622
198,9,5,Gradient Grove,1.0472,-0.0008,-0.0022,-0.0622,-0.0839,0.1045,1.5208
198,9,5,Tensorburg,1.0689,-0.0047,-0.0031,-0.12,0.0365,0.1255,1.6518
198,9,5,Offshore B,1.0534,-0.0006,0.0007,-0.1315,-0.0078,0.1318,1.6945
199,9,6,ReLU Ridge,1.0703,0.0015,0.0026,-0.118,0.0357,0.1233,1.6378
